NCM,Excecao,Descricao,Aliquota
8517.62.52,,"Terminais ou repetidores sobre linhas de fibras ópticas, com velocidade de transmissão superior a 2,5 Gbit/s ","9,75"
8517.62.53,,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado
alfanumérico e visor, mesmo com telefone incorporado ","9,75"
8517.62.54,,Distribuidores de conexões para redes (hubs) ,"9,75"
8517.62.55,,Moduladores-demoduladores (modems) ,"11,25"
8517.62.55,01,Para comunicação de dados via televisão a cabo (cable modem),15
8517.62.56,,Interfones ,10
8517.62.59,,Outros ,15
8517.62.6,,Aparelhos emissores com receptor incorporado de tecnologia celular ou por satélite,
8517.62.62,,De tecnologia celular ,15
8517.62.64,,"Por satélite, digitais, operando em banda C, Ku, L ou S ","9,75"
8517.62.65,,"Outros, por satélite ","9,75"
8517.62.7,,"Outros aparelhos emissores com receptor incorporado, digitais",
8517.62.72,,"De frequência inferior a 15 GHz e de taxa de transmissão inferior ou igual a 34 Mbit/s, exceto os interfones ",15
8517.62.73,,Interfones ,10
8517.62.77,,"Outros, de frequência inferior a 15 GHz ",15
8517.62.78,,"De frequência igual ou superior a 15 GHz, mas inferior ou igual a 23 GHz e taxa de transmissão inferior ou igual a 8 Mbit/s ","9,75"
8517.62.79,,Outros ,15
8517.62.9,,Outros,
8517.62.91,,Aparelhos transmissores (emissores) ,"9,75"
8517.62.94,,Tradutores (conversores) de protocolos para interconexão de redes (gateways) ,"9,75"
8517.62.96,,"Outros, analógicos ","9,75"
8517.62.99,,Outros ,13
8517.62.99,01,Receptores pessoais de radiomensagens,"9,75"
8517.69.00,,-- Outros ,"9,75"
8517.7,,- Partes:,
8517.71,,-- Antenas e refletores de antenas de qualquer tipo; partes reconhecíveis como de utilização conjunta com esses artigos,
8517.71.10,,Antenas próprias para telefones celulares portáteis ,"3,25"
8517.71.90,,Outras ,"6,5"
8517.79.00,,-- Outras ,"7,5"
8517.79.00,01,"Circuitos impressos com componentes elétricos ou eletrônicos, montados",15
85.18,,"Microfones e seus suportes; alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas); fones de ouvido (auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes); amplificadores elétricos de audiofrequência; aparelhos elétricos de amplificação de som.",
8518.1,,- Microfones e seus suportes,
8518.10.10,,Piezelétricos próprios para aparelhos telefônicos ,"3,25"
8518.10.90,,Outros ,"9,75"
8518.2,,"- Alto-falantes (altifalantes), mesmo montados nas suas caixas (colunas):",
8518.21.00,,-- Alto-falante (altifalante) único montado na sua caixa (coluna) ,15
8518.22.00,,-- Alto-falantes (altifalantes) múltiplos montados na mesma caixa (coluna) ,15
8518.29,,-- Outros,
8518.29.10,,Piezelétricos próprios para aparelhos telefônicos ,"3,25"
8518.29.90,,Outros ,"9,75"
8518.30.00,,"- Fones de ouvido (Auscultadores e auriculares*), mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um ou mais alto-falantes (altifalantes) ","9,75"
8518.40.00,,- Amplificadores elétricos de audiofrequência ,15
8518.50.00,,- Aparelhos elétricos de amplificação de som ,"9,75"
8518.9,,- Partes,
8518.90.10,,De alto-falantes (altifalantes) ,"9,75"
8518.90.90,,Outras ,15
85.19,,Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som.,
8519.20.00,,"- Aparelhos que funcionem por introdução de moedas, notas (papéis-moeda), cartões de banco, fichas ou por outros meios de pagamento ","16,25"
8519.30.00,,- Pratos de toca-discos (gira-discos*) ,"19,5"
8519.8,,- Outros aparelhos:,
8519.81,,"-- Que utilizem um suporte magnético, óptico ou de semicondutor",
8519.81.10,,Com sistema de leitura óptica por laser (leitores de discos compactos) ,"19,5"
8519.81.20,,Gravadores de som de cabinas de aeronaves ,"16,25"
8519.81.90,,Outros ,"16,25"
8519.81.90,01,"Aparelho gravador de som para cinema, utilizando fita magnética em rolo aberto ou cartucho selado, registrando ao mesmo tempo, em pista de som auxiliar, um sinal de referência de sincronismo para possibilitar a reprodução sincrônica, em tempo real, da imagem e do som da cena",0
8519.81.90,02,Toca-fitas,"19,5"
8519.81.90,03,"Aparelhos de gravação e de reprodução de som, de fitas magnéticas","19,5"
8519.89.00,,-- Outros ,"16,25"
8519.89.00,01,Aparelhos cinematográficos de reprodução de som,"11,7"
85.21,,"Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão.",
8521.1,,- De fita magnética,
8521.10.10,,"Gravador-reprodutor, sem sintonizador ","16,25"
8521.10.8,,"Outros, para fitas de largura inferior a 19,05 mm (3/4”)",
8521.10.81,,"Em cassete, de largura de fita igual a 12,65 mm (1/2”) ","16,25"
8521.10.89,,Outros ,"16,25"
8521.10.90,,"Outros, para fitas de largura igual ou superior a 19,05 mm (3/4”) ","16,25"
8521.90.00,,- Outros ,15
8521.90.00,01,Aparelhos de reprodução de imagem e som em disco por meio óptico ou optomagnético,25
85.22,,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.,
8522.10.00,,- Fonocaptores ,"16,25"
8522.90.00,,- Outros ,"16,25"
85.23,,"Discos, fitas, dispositivos de armazenamento de dados não voláteis à base de semicondutores, ""cartões inteligentes"" e outros suportes para gravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabricação de discos, exceto os produtos do Capítulo 37.",
8523.2,,- Suportes magnéticos:,
8523.21,,-- Cartões com tarja (banda) magnética,
8523.21.10,,Não gravados ,"9,75"
8523.21.20,,Gravados ,"9,75"
8523.29,,-- Outros,
8523.29.1,,Discos magnéticos,
8523.29.11,,Do tipo utilizado em unidades de discos rígidos ,"3,25"
8523.29.19,,Outros ,"9,75"
8523.29.90,,Outros ,"9,75"
8523.29.90,01,"Fitas magnéticas, não gravadas","16,25"
8523.29.90,02,Fitas magnéticas gravadas com matéria didática,0
8523.29.90,03,"Fitas magnéticas para gravação simultânea de imagem e som, próprias para televisão (vídeo
tape), gravadas com matéria de natureza científica ou educativa","3,25"
8523.4,,- Suportes ópticos:,
8523.41,,-- Não gravados,
8523.41.10,,Discos para sistema de leitura por raios laser com possibilidade de serem gravados uma única vez ,"9,75"
8523.41.90,,Outros ,"9,75"
8523.49,,-- Outros,
8523.49.10,,Para reprodução apenas do som ,15
8523.49.20,,Para reprodução de fenômenos diferentes do som ou da imagem ,"9,75"
8523.49.90,,Outros ,15
8523.5,,- Suportes de semicondutor:,
8523.51,,-- Dispositivos de armazenamento de dados não voláteis à base de semicondutores,
8523.51.10,,Cartões de memória (memory cards) ,"9,75"
8523.51.10,01,Das máquinas da posição 84.71,"6,5"
8523.51.10,02,"Que possam ser utilizados indiferentemente com as máquinas ou aparelhos de duas ou mais
das posições 84.70 a 84.72","1,3"
8523.51.90,,Outros ,15
8523.52,,"-- ""Cartões inteligentes""",
8523.52.10,,Cartões e etiquetas de acionamento por aproximação ,"6,5"
8523.52.90,,Outros ,"3,25"
8523.59.00,,-- Outros ,"9,75"
8523.80.00,,- Outros ,"9,75"
85.24,,"Módulos de visualização de tela (ecrã*) plana, mesmo que incorporem telas sensíveis ao toque (ecrãs tácteis*).",
8524.1,,- Sem controladores (drivers) nem circuitos de controle:,
8524.11.00,,-- De cristais líquidos ,"6,5"
8524.12.00,,-- De diodos emissores de luz orgânicos (OLED) ,"6,5"
8524.19.00,,-- Outros ,"6,5"
8524.9,,- Outros:,
8524.91.00,,-- De cristais líquidos ,10
8524.92.00,,-- De diodos emissores de luz orgânicos (OLED) ,10
8524.99.00,,-- Outros ,10
85.25,,"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo.",
8525.5,,- Aparelhos transmissores (emissores),
8525.50.1,,De radiodifusão,
8525.50.11,,"Em AM, com modulação por código ou largura de pulso, totalmente a semicondutor e com potência de saída superior a 10 kW ","9,75"
8525.50.19,,Outros ,"9,75"
8525.50.2,,De televisão,
8525.50.21,,De frequência superior a 7 GHz ,"9,75"
8525.50.22,,"Em banda UHF, de frequência igual ou superior a 2,0 GHz, mas não superior a 2,7 GHz, com potência de saída igual ou superior a 10 W, mas não superior a 100 W ","9,75"
8525.50.23,,"Em banda UHF, com potência de saída superior a 10 kW ","9,75"
8525.50.24,,"Em banda VHF, com potência de saída igual ou superior a 20 kW ","9,75"
8525.50.29,,Outros ,"9,75"
8525.50.29,01,"Transmissores digitais de televisão, em VHF ou UHF, com potência maior ou igual a 1 kW e intermodulação maior que 36 dB",0
8525.50.29,02,"Sistema irradiante configurável, dedicado à transmissão de sinais de televisão digitais na faixa de frequência de VHF e/ou UHF, com potências irradiadas de até 1 MW RMS e constituídos por: antenas, cabos e/ou linhas rígidas de alimentação, combinadores, réguas de áudio e vídeo (patch panels), radomes, conectores, equipamentos de pressurização e elementos estruturais de fixação",0
8525.6,,- Aparelhos transmissores (emissores) que incorporem um aparelho receptor,
8525.60.10,,De radiodifusão ,"9,75"
8525.60.20,,"De televisão, de frequência superior a 7 GHz ","9,75"
8525.60.20,01,Transmissores-receptores (transceptores) de sinal de televisão digital através de fibra óptica,0
8525.60.90,,Outros ,"9,75"
8525.60.90,01,"Equipamento de sinalização, controle e/ou corte (slicer) do fluxo de dados MPEG",0
8525.60.90,02,"Transmissores-receptores (transceptores) de rádio digital para televisão digital terrestre, com interfaces digitais DVB-ASI e/ou ISDB-T clock data",0
8525.8,,"- Câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo:",
8525.81.00,,"-- Ultrarrápidas, mencionadas na Nota de subposições 1 do presente Capítulo ",15
8525.82.00,,"-- Outras, resistentes à radiação, mencionadas na Nota de subposições 2 do presente Capítulo ",15
8525.83.00,,"-- Outras, de visão noturna, mencionadas na Nota de subposições 3 do presente Capítulo ",15
8525.89,,-- Outras,
8525.89.1,,Câmeras de televisão,
8525.89.11,,Com três ou mais captadores de imagem ,13
8525.89.12,,"Com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux ",20
8525.89.13,,"Com sensor de imagem a semicondutor tipo CMOS, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux ",13
8525.89.14,,"Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons) ",13
8525.89.19,,Outras ,20
8525.89.19,01,Lupa eletrônica do tipo utilizado por pessoas com deficiência visual,0
8525.89.2,,Câmeras fotográficas digitais e câmeras de vídeo,
8525.89.21,,Com três ou mais captadores de imagem ,13
8525.89.22,,"Outras, próprias para captar imagens exclusivamente no espectro infravermelho de comprimento de onda igual ou superior a 2 micrômetros (mícrons), mas não superior a 14 micrômetros (mícrons) ",13
8525.89.29,,Outras ,15
8525.89.29,01,Câmeras de video de imagens fixas,20
85.26,,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando.",
8526.10.00,,- Aparelhos de radiodetecção e de radiossondagem (radar) ,13
8526.9,,- Outros:,
8526.91.00,,-- Aparelhos de radionavegação ,13
8526.92.00,,-- Aparelhos de radiotelecomando ,13
85.27,,"Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio.",
8527.1,,- Aparelhos receptores de radiodifusão suscetíveis de funcionarem sem fonte externa de energia:,
8527.12.00,,-- Rádios toca-fitas (Rádios-leitores de cassetes*) de bolso ,13
8527.13.00,,-- Outros aparelhos combinados com um aparelho de gravação ou de reprodução de som ,20
8527.19.00,,-- Outros ,13
8527.2,,"- Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis:",
8527.21.00,,-- Combinados com um aparelho de gravação ou de reprodução de som ,10
8527.29.00,,-- Outros ,10
8527.9,,- Outros:,
8527.91.00,,-- Combinados com um aparelho de gravação ou de reprodução de som ,15
8527.91.00,01,Rádio com toca-discos digitais a laser,20
8527.92.00,,"-- Não combinados com um aparelho de gravação ou de reprodução de som, mas combinados com um relógio ",13
8527.99,,-- Outros,
8527.99.10,,Amplificador com sintonizador (receiver) ,13
8527.99.90,,Outros ,13
85.28,,"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens.",
8528.4,,- Monitores com tubo de raios catódicos:,
8528.42.00,,-- Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina ,"9,75"
8528.49,,-- Outros,
8528.49.30,,"Policromáticos, com dispositivos de seleção de varredura (underscanning) e de retardo de sincronismo horizontal e vertical (H/V delay ou pulse cross) ",13
8528.49.90,,Outros ,13
8528.5,,- Outros monitores:,
8528.52.00,,-- Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina ,15
8528.59.00,,-- Outros ,13
8528.6,,- Projetores:,
8528.62.00,,-- Capazes de serem conectados diretamente a uma máquina automática para processamento de dados da posição 84.71 e concebidos para serem utilizados com esta máquina ,15
8528.69,,-- Outros,
8528.69.10,,Com tecnologia de dispositivo digital de microespelhos (DMD - Digital Micromirror Device) ,13
8528.69.90,,Outros ,13
8528.7,,"- Aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens:",
8528.71,,"-- Não concebidos para incorporar um dispositivo de visualização ou uma tela (ecrã*), de vídeo",
8528.71.1,,Receptor-decodificador integrado (IRD) de sinais digitalizados de vídeo codificados,
8528.71.11,,"Sem saída de radiofrequência (RF) modulada nos canais 3 ou 4, com saídas de áudio balanceadas com impedância de 600 Ohms, próprio para montagem em racks e com saída de vídeo com conector BNC ","3,25"
8528.71.19,,Outros ,"3,75"
8528.71.19,01,Receptores de sinais de televisão via cabo,5
8528.71.90,,Outros ,15
8528.71.90,01,Receptores de sinais de televisão via cabo,20
8528.72.00,,"-- Outros, a cores ",20
8528.73.00,,"-- Outros, a preto e branco ou outros monocromos ",13
85.29,,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.24 a 85.28.,
8529.1,,- Antenas e refletores de antenas de qualquer tipo; partes reconhecíveis como de utilização conjunta com esses artigos,
8529.10.20,,Antenas com refletor parabólico ,"6,5"
8529.10.90,,Outros ,"6,5"
8529.9,,- Outras,
8529.90.1,,De aparelhos das subposições 8525.50 ou 8525.60,
8529.90.11,,Gabinetes e bastidores ,"6,5"
8529.90.12,,"Circuitos impressos com componentes elétricos ou eletrônicos, montados ",15
8529.90.19,,Outras ,"6,5"
8529.90.19,01,"Codificadores para sinais de áudio, vídeo de alta definição MPEG-2 e/ou MPEG-4 (protocolo
H.264) para sistema de transmissão de sinais de televisão digital terrestre",0
8529.90.20,,De aparelhos das posições 85.27 ou 85.28 ,"7,5"
8529.90.20,01,Peças plásticas moldadas por injeção,10
8529.90.30,,De aparelhos da subposição 8526.10 ,"6,5"
8529.90.40,,De aparelhos da subposição 8526.91 ,"6,5"
8529.90.50,,De módulos de visualização da posição 85.24 ,"6,5"
8529.90.90,,Outras ,"6,5"
85.3,,"Aparelhos elétricos de sinalização (excluindo os de transmissão de mensagens), de segurança, de controle e de comando, para vias férreas ou semelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para aeródromos (exceto os da posição 86.08).",
8530.1,,- Aparelhos para vias férreas ou semelhantes,
8530.10.10,,"Digitais, para controle de tráfego ","9,75"
8530.10.90,,Outros ,"3,25"
8530.8,,- Outros aparelhos,
8530.80.10,,"Digitais, para controle de tráfego de automotores ","9,75"
8530.80.90,,Outros ,"6,5"
8530.90.00,,- Partes ,"6,5"
85.31,,"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, painéis indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30.",
